Name,MAC Address,MAC Address.1,Operating System,IP Address,Serial number,Chassis type,x,Unnamed: 8,DNS Domain,Most recent discovery,Most frequent logged in user,Asset,Product instance identifier,Operational status
LT-IT317,A9:A3:43:75:9D:B1,Windows 10 Pro,CORP,10.1.21.K1,P65HQKVA3C,8.0,5.00.9049.1000,lt-it317.corp.local,lt-it317,09-04-2025 08:50,,16760783.0,FE3620D2-3AB4-4AA4-8262-1892F114351D,Operational
LT-IT019,01:AC:93:4C:51:F1,Windows 10 Enterprise,CONTOSO,10.1.21.K0,IZCVSNU,10.0,5.00.9049.1000,lt-it019.contoso.local,lt-it019,26-03-2025 17:24,CORP\melissa.brooks,16749167.0,5F87157C-BAC7-48D2-BD12-D79ADF569F0B,Operational
WS-IT418,04:AF:3D:CD:8E:B0,Windows 10 Pro,CORP,10.1.11.68,Z5OBM5RX2V,4.0,5.00.9049.1000,ws-it418.corp.local,ws-it418,20-04-2025 12:04,CORP\dennis.jones,16703954.0,,Operational
LT-IT305,A9:74:49:AF:57:B3,,FABRIKAM,10.1.21.8K,LENOVOPL6XIA87,,5.00.9049.1000,lt-it305.fabrikam.local,lt-it305,24-03-2025 17:44,CORP\harry.green,16798856.0,0DBCCB04-0BD5-4DAE-AE83-683B37D353EC,Operational
WS-IT196,B4:2F:7A:01:C9:8A,Windows 10 Enterprise,CORP,10.1.11.6G,LENOVOGJYLMSO0,,,ws-it196.corp.local,ws-it196,31-03-2025 18:27,CONTOSO\benjamin.hutchinson,16701075.0,E8937F8B-DA08-4811-B315-82F5C34A5379,Operational
WS-IT395,F9:6D:5A:4A:4B:26,Windows 10 Pro,CONTOSO,10.1.11.66,LENOVOJKM5UZ8E,6.0,5.00.9049.1000,ws-it395.contoso.local,ws-it395,07-04-2025 15:46,CORP\mark.evans,16753168.0,9811CF33-1A5E-44FE-8865-18C6ACCFF53F,Operational
SRV-SQL35,8C:95:B1:93:F8:D0,Windows Server 2019 Standard,CORP,10.1.2.26,QHO2FR0,17.0,5.00.9049.1000,srv-sql35.corp.local,srv-sql35,04-04-2025 14:23,SYSTEM,16705282.0,4816516A-9A54-413E-8DE4-4C3F98882BC1,Operational
WS-IT162,35:3A:C0:54:7F:2C,Windows 11 Pro,FABRIKAM,10.1.11.65,LENOVO0U86D5AJ,17.0,5.00.9040.1001,ws-it162.fabrikam.local,ws-it162,03-04-2025 13:19,CONTOSO\joshua.smith,16773986.0,4FA0B27E-9C3E-469A-BB39-3B125F610578,Operational
LT-IT074,65:70:A2:67:E3:CB,Windows 10 Enterprise,CONTOSO,10.1.21.88,R7MRLGBNOG,14.0,5.00.9040.1001,lt-it074.contoso.local,lt-it074,,CONTOSO\sandra.nash,16700625.0,8A09E62D-1E6A-4219-9DC4-3105A97D964E,Operational
WS-IT248,94:F9:59:2F:04:80,Windows 11 Pro,CORP,10.1.11.64,GIW4E2XQXT,6.0,5.00.9049.1000,ws-it248.corp.local,ws-it248,06-04-2025 16:44,CORP\benjamin.williams,16794762.0,BB621902-A63A-4CEF-913F-49915529BC04,Operational
TB-IT43,81:88:BD:BC:DB:E0,Windows 11 Enterprise,CORP,10.1.31.24,LENOVOGKO7816G,11.0,5.00.9049.1000,tb-it43.corp.local,tb-it43,02-04-2025 07:45,CONTOSO\russell.griffin,16746258.0,F17D6906-AAEC-4825-A536-6EF94D283DD1,Operational
SRV-SQL27,09:31:7D:DA:A8:3E,Windows Server 2022 Standard,CONTOSO,10.1.2.25,5CKFCRR,20.0,5.00.9049.1000,srv-sql27.contoso.local,srv-sql27,11-04-2025 16:06,SYSTEM,,A686E46E-C2F8-4090-8A06-DF1BE03101C2,Operational
WS-IT034,24:7C:D5:76:D3:98,Windows 11 Enterprise,CONTOSO,10.1.11.63,4744USETGM,7.0,5.00.9049.1000,ws-it034.contoso.local,ws-it034,19-04-2025 09:34,FABRIKAM\jesus.willis,16766396.0,4C56AEF7-7276-45ED-BC65-923F18B54032,Operational
WS-IT604,D5:89:C4:E8:76:76,Windows 10 Enterprise,CORP,10.1.11.62,LENOVOD8D7EHVD,6.0,5.00.9049.1000,ws-it604.corp.local,ws-it604,09-04-2025 07:43,CORP\vincent.alexander,16762507.0,,Operational
LT-IT010,A0:17:23:20:DC:3A,Windows 11 Pro,CORP,10.1.21.8G,6M8FJGS,14.0,5.00.9049.1000,lt-it010.corp.local,lt-it010,08-04-2025 13:49,CORP\kara.thomas,16709186.0,52A6AD18-5EE1-4350-9A09-871D43EBD3D8,Operational
WS-IT409,29:8D:01:CF:5D:A7,Windows 11 Pro,CORP,10.1.11.61,LENOVOZWAP22VW,5.0,5.00.9049.1000,ws-it409.corp.local,ws-it409,20-04-2025 09:02,CORP\jessica.adams,,9AD66371-103B-482D-A738-D08C423D261E,Operational
WS-IT330,65:96:51:D2:FE:AF,Windows 11 Pro,FABRIKAM,10.1.11.60,G56H0KWNE8,7.0,5.00.9049.1000,ws-it330.fabrikam.local,,03-04-2025 14:19,FABRIKAM\mary.griffith,16720752.0,55592BE2-5D3D-4242-8D19-02FA215D3F14,Operational
SRV-SQL49,3D:4B:F6:D0:FD:88,Windows Server 2022 Standard,FABRIKAM,10.1.2.24,2FGETCB,20.0,,srv-sql49.fabrikam.local,srv-sql49,31-03-2025 07:04,SYSTEM,16759464.0,FC7194C3-9D9B-4E3A-A549-629F08D0D92D,Operational
LT-IT063,DD:FE:D6:53:67:FD,Windows 11 Enterprise,CORP,10.1.21.86,CYC3BDX,8.0,5.00.9049.1000,lt-it063.corp.local,lt-it063,11-04-2025 08:24,FABRIKAM\julia.haney,16738691.0,08709EDE-4904-45B7-AA28-E873CC6F86E4,Operational
LT-IT256,31:C3:81:11:38:C0,Windows 11 Pro,CONTOSO,10.1.21.85,LENOVOOBVVNWIO,9.0,5.00.9049.1000,lt-it256.contoso.local,,04-04-2025 07:01,CORP\elizabeth.harper,16719399.0,D54E00EF-103A-41CA-9897-9096FA2D576D,Operational
WS-IT575,8C:BC:07:55:44:AD,Windows 10 Enterprise,FABRIKAM,10.1.11.5K,XVO080EOEO,7.0,5.00.9040.1001,ws-it575.fabrikam.local,,29-03-2025 18:33,CORP\tiffany.giles,16748919.0,73358083-7716-4F58-8145-0E36B1D5AE23,Operational
WS-IT531,15:D7:37:07:85:A9,Windows 10 Pro,CONTOSO,10.1.11.58,KSQVOX1,5.0,5.00.9040.1001,ws-it531.contoso.local,ws-it531,03-04-2025 16:24,CONTOSO\louis.lawson,16744740.0,72A24449-17FB-436A-9091-98343FF59D4E,Operational
LT-IT342,54:5A:7D:2B:61:7F,Windows 10 Enterprise,CORP,10.1.21.84,Q5AFAHRCO6,10.0,5.00.9040.1001,lt-it342.corp.local,lt-it342,23-03-2025 08:44,FABRIKAM\michael.mcpherson,16721090.0,,Operational
WS-IT439,54:9B:C4:B7:E4:3C,Windows 11 Enterprise,CONTOSO,10.1.11.5G,HC8SI8X,7.0,5.00.9049.1000,ws-it439.contoso.local,,24-03-2025 16:41,CONTOSO\madeline.park,16727339.0,321FD8D0-2447-4E95-AE04-17995D60FB45,Operational
WS-IT178,1C:7B:16:04:EA:EE,Windows 10 Enterprise,FABRIKAM,10.1.11.56,LENOVOICOBRUDW,5.0,5.00.9040.1001,ws-it178.fabrikam.local,ws-it178,14-04-2025 08:51,CORP\christian.dougherty,16754943.0,D5A6A483-4D3B-4104-8EEA-86322EC73F66,Operational
WS-IT286,CC:26:76:44:A3:9F,Windows 11 Pro,FABRIKAM,10.1.11.55,RD1MLZ2,4.0,5.00.9040.1001,ws-it286.fabrikam.local,ws-it286,21-04-2025 19:05,CONTOSO\david.wright,16738464.0,,Operational
WS-IT467,54:DB:52:AE:D0:11,,FABRIKAM,10.1.11.54,74N4S1K,4.0,5.00.9049.1000,ws-it467.fabrikam.local,ws-it467,19-04-2025 11:38,FABRIKAM\kyle.elliott,16793948.0,C935B2F4-06E3-4F54-9E0E-2BBC9D90B934,Operational
WS-IT651,B0:FE:C9:E6:05:2B,Windows 10 Pro,CONTOSO,10.1.11.53,AMY9T31,4.0,5.00.9049.1000,ws-it651.contoso.local,ws-it651,24-03-2025 07:00,CONTOSO\monica.carter,16760970.0,6A8A45CB-EFFF-45DC-A02F-C783A1EDA8C9,Operational
WS-IT123,B1:F7:1D:67:66:91,,CONTOSO,10.1.11.52,LENOVOIXBOAAL5,15.0,5.00.9049.1000,ws-it123.contoso.local,ws-it123,04-04-2025 17:22,CONTOSO\peter.martin,,EAFA4C6B-5187-4F82-8575-31A8C8A3AD50,Operational
LT-IT117,01:24:F7:9B:7C:05,Windows 11 Pro,CONTOSO,10.1.21.83,GNFT40H,9.0,5.00.9040.1001,lt-it117.contoso.local,lt-it117,12-04-2025 13:40,CORP\christina.kirk,16736268.0,C4B83DAA-E6BA-4C31-9711-2B5737F846A0,Operational
WS-IT215,29:36:88:7D:A6:E5,Windows 11 Pro,FABRIKAM,10.1.11.51,JPUWTO6,17.0,5.00.9049.1000,ws-it215.fabrikam.local,ws-it215,19-04-2025 18:00,FABRIKAM\robert.reyes,16777068.0,487AAC24-A274-4F10-B685-D22958EACE4B,Operational
WS-IT087,C9:6C:6D:0E:3D:D3,Windows 11 Pro,CORP,10.1.11.50,C61CK8J402,15.0,5.00.9049.1000,ws-it087.corp.local,ws-it087,01-04-2025 13:57,FABRIKAM\samuel.hayden,,00AF9BE5-8716-4EC9-BD1E-DEA373E361C3,Operational
WS-IT072,0C:75:3F:86:74:D8,,CORP,10.1.11.4K,103OQFVW5R,3.0,5.00.9049.1000,ws-it072.corp.local,ws-it072,01-04-2025 11:27,,,81EC8FF6-0B20-4F78-8C8A-FA84E1638479,Operational
WS-IT115,3D:16:01:52:90:49,Windows 11 Pro,,10.1.11.48,DDQSOEX56R,6.0,5.00.9049.1000,ws-it115.fabrikam.local,ws-it115,17-04-2025 11:35,FABRIKAM\sean.gonzalez,16763687.0,032968BF-4F94-4585-A2AA-D17BAA1F138E,Operational
LT-IT045,09:CC:3F:02:2B:60,Windows 10 Pro,CONTOSO,10.1.21.82,QWKJGVG,14.0,5.00.9049.1000,lt-it045.contoso.local,lt-it045,08-04-2025 19:17,CONTOSO\kimberly.fernandez,16778110.0,F009F091-8AE6-406F-9C82-770C261DA6FB,Operational
,39:B1:74:3C:6D:4B,Windows 10 Pro,WORKGROUP,10.1.21.81,L0JMPSYECP,8.0,5.00.9049.1000,LT-IT293,lt-it293,26-03-2025 17:32,CONTOSO\james.austin,16765387.0,35CD75FD-FFB1-4D04-9721-A196CB4CFDFD,Operational
LT-IT200,80:B2:29:94:85:EB,Windows 10 Enterprise,FABRIKAM,10.1.21.80,LENOVOB4SGASWZ,8.0,5.00.9040.1001,lt-it200.fabrikam.local,lt-it200,13-04-2025 13:34,FABRIKAM\tamara.carr,16771319.0,251C423A-6962-433F-8612-93B0F02F9584,Operational
,44:42:17:8B:14:4A,Windows 10 Pro,CORP,10.1.21.GK,OUS7G24WTC,8.0,5.00.9049.1000,lt-it334.corp.local,lt-it334,01-04-2025 13:00,CORP\victoria.myers,,97C3F3C4-1221-4251-9494-7A546FE2871D,Operational
LT-IT203,24:F6:F8:70:06:67,Windows 10 Pro,FABRIKAM,10.1.21.G8,GWQUIQSV1W,8.0,5.00.9040.1001,lt-it203.fabrikam.local,lt-it203,24-03-2025 16:29,FABRIKAM\joseph.campbell,16762656.0,B097DE74-4A46-45A8-8B59-8423650E95E1,Operational
WS-IT540,F9:2C:8C:FC:67:77,Windows 10 Pro,CORP,10.1.11.4G,LENOVO3T179W7H,5.0,5.00.9049.1000,ws-it540.corp.local,ws-it540,30-03-2025 10:05,CONTOSO\hunter.davis,16769487.0,D895CF1D-06C2-49CE-B4DD-3EBA5CDA2331,Operational
LT-IT297,EC:18:F3:A1:4D:6D,Windows 10 Enterprise,FABRIKAM,10.1.21.GG,LENOVOGH139OU0,14.0,5.00.9049.1000,lt-it297.fabrikam.local,lt-it297,25-03-2025 17:40,CONTOSO\anne.carlson,,BF5ACBAF-A696-4EBF-A255-5AF2702BC64C,Operational
WS-IT597,89:F6:26:16:FE:5A,Windows 11 Pro,CONTOSO,10.1.11.46,LENOVOROVD0PKN,4.0,5.00.9049.1000,ws-it597.contoso.local,ws-it597,19-04-2025 11:34,CONTOSO\aaron.sanchez,16761688.0,D0E64321-5020-4913-B130-3BDE9F689FAA,Operational
SRV-SQL32,71:72:CF:E0:ED:D0,Windows Server 2019 Standard,FABRIKAM,10.1.2.23,AR3XNRXBX7,18.0,5.00.9049.1000,srv-sql32.fabrikam.local,srv-sql32,04-04-2025 07:51,,16707988.0,BCDC78B6-65D6-4138-89B1-A32EAFF44CC9,Operational
LT-IT270,,Windows 10 Enterprise,CONTOSO,10.1.21.G6,0BUD3A3,8.0,5.00.9040.1001,lt-it270.contoso.local,lt-it270,31-03-2025 08:28,CONTOSO\gregory.erickson,16799604.0,5D28188A-47A7-4E66-B673-DCF15DC704C9,Operational
WS-IT553,2D:16:F7:93:8A:74,Windows 11 Pro,FABRIKAM,10.1.11.45,1OHL5K2ZFU,7.0,5.00.9049.1000,ws-it553.fabrikam.local,ws-it553,16-04-2025 18:30,FABRIKAM\megan.west,16727003.0,599B0E53-2CAB-40C9-9117-FEE8EFA06DC4,Operational
LT-IT353,25:1C:29:64:DE:76,,FABRIKAM,,9N9WAWK,10.0,5.00.9040.1001,lt-it353.fabrikam.local,lt-it353,11-04-2025 18:51,CORP\tami.richardson,16799794.0,7F831510-02CE-45A9-98D1-083769502DDF,Operational
LT-IT280,90:F3:23:24:3C:92,Windows 11 Enterprise,FABRIKAM,10.1.21.G4,LENOVORX6O9LIC,8.0,,lt-it280.fabrikam.local,lt-it280,10-04-2025 13:40,CONTOSO\cindy.cowan,16791192.0,4C9C74E2-A6A1-4666-948A-5C5494254694,Operational
TB-IT35,4D:79:77:19:68:71,Windows 11 Enterprise,CONTOSO,10.1.31.23,QL39HZ8W,14.0,5.00.9049.1000,tb-it35.contoso.local,tb-it35,,CORP\george.james,16702676.0,352574DA-90C4-4D63-AFA0-47B017749452,Operational
LT-IT129,91:E5:9D:DB:39:A5,Windows 11 Enterprise,CORP,10.1.21.G3,LENOVOPN0PSBEG,8.0,5.00.9040.1001,lt-it129.corp.local,lt-it129,13-04-2025 15:38,CONTOSO\sarah.reid,,,Operational
WS-IT588,09:7A:5A:57:F3:6B,Windows 10 Pro,CONTOSO,10.1.11.44,LENOVOVIQTLIKH,3.0,5.00.9040.1001,ws-it588.contoso.local,ws-it588,02-04-2025 14:12,CONTOSO\mary.hanson,16767301.0,61843EA4-EF17-4707-B094-53731DB4F9AB,Operational
,,Windows 11 Pro,CONTOSO,10.1.11.43,Z2NWD1V5AF,7.0,5.00.9049.1000,ws-it669.contoso.local,ws-it669,,FABRIKAM\alex.jones,16766203.0,7C9C3E00-221D-4F26-8619-9637272786AF,Operational
WS-IT132,B9:46:E4:DB:0D:26,Windows 11 Pro,CONTOSO,10.1.11.42,V6MQ0Q9,3.0,5.00.9040.1001,ws-it132.contoso.local,ws-it132,23-03-2025 18:27,,16780632.0,5608CB7C-E203-4C7F-9EC9-62B2AD6854BF,Operational
LT-IT131,68:61:50:96:49:6D,Windows 11 Enterprise,FABRIKAM,,28CC6OA,8.0,5.00.9049.1000,lt-it131.fabrikam.local,lt-it131,17-04-2025 07:31,FABRIKAM\jennifer.smith,16734658.0,6D5D0026-859F-4514-A32D-7E1053A18327,Operational
WS-IT352,E9:79:32:B3:9F:D4,Windows 10 Pro,FABRIKAM,10.1.11.41,3NB0N9D,3.0,5.00.9049.1000,ws-it352.fabrikam.local,ws-it352,28-03-2025 10:30,CONTOSO\john.bishop,16708939.0,1F9F3870-94BE-4DD0-A84C-6FD6CC9D8FE0,Operational
WS-IT560,CD:F2:D8:EF:E3:40,Windows 10 Enterprise,FABRIKAM,10.1.11.40,W9UJL78KIV,15.0,5.00.9049.1000,ws-it560.fabrikam.local,ws-it560,24-03-2025 11:13,FABRIKAM\tony.campos,16747361.0,26EAC644-7193-418A-BDE1-C5D4A2325273,Operational
LT-IT231,E5:E8:E9:32:18:F3,Windows 11 Pro,CORP,10.1.21.G1,SWWUZICU84,8.0,5.00.9049.1000,lt-it231.corp.local,lt-it231,04-04-2025 11:24,FABRIKAM\richard.king,16784983.0,9C9F3D94-E401-4382-9891-00E07E066A1C,Operational
LT-IT168,18:4B:43:A4:BB:8A,Windows 10 Pro,WORKGROUP,,IIVJILN28P,9.0,5.00.9049.1000,LT-IT168,lt-it168,07-04-2025 19:14,CORP\kyle.henry,16735378.0,0DEDE16A-B482-48DC-9B82-FCEC27E69450,Operational
TB-IT37,EC:82:B2:3E:96:61,Windows 10 Pro,CORP,10.1.31.22,LENOVOJDMMIZDC,,5.00.9049.1000,tb-it37.corp.local,tb-it37,12-04-2025 14:17,FABRIKAM\margaret.wells,16740379.0,48A23531-C016-4EBE-87B0-C3831FF87DC1,Operational
WS-IT210,30:8A:9B:AF:08:D7,Windows 11 Pro,CONTOSO,10.1.11.3K,5JSYW2N,3.0,5.00.9049.1000,ws-it210.contoso.local,ws-it210,04-04-2025 15:05,CONTOSO\charles.parks,16762693.0,51A2A069-57F0-4A3C-BF51-CD5FDE79743E,Operational
WS-IT649,64:50:17:62:D1:05,Windows 10 Enterprise,CORP,10.1.11.38,5G1T7OBX9T,5.0,,ws-it649.corp.local,ws-it649,05-04-2025 14:58,FABRIKAM\jack.cordova,16789556.0,31595AF4-0E0A-4F7D-9D02-510869F19D5A,Operational
WS-IT538,80:02:78:BE:6B:3E,Windows 11 Enterprise,,10.1.11.3G,LENOVO4X7Z52L8,3.0,5.00.9049.1000,ws-it538.corp.local,,22-04-2025 18:32,CORP\michael.robles,16766683.0,59574A80-C919-4542-B7B4-99A9737BA01C,Operational
WS-IT144,41:9C:EB:DF:D0:D2,Windows 11 Enterprise,CONTOSO,10.1.11.36,20K8Y40,3.0,5.00.9040.1001,ws-it144.contoso.local,ws-it144,26-03-2025 19:00,FABRIKAM\ronald.grimes,16742179.0,5ECAA8E3-C1F3-4010-96E5-E486BE34FB1C,Operational
WS-IT189,28:C7:88:13:9D:3F,Windows 10 Pro,CONTOSO,10.1.11.35,LENOVOXMVMXZ2X,3.0,5.00.9049.1000,ws-it189.contoso.local,ws-it189,02-04-2025 09:45,CORP\hailey.phelps,,1366CB5A-E52E-4261-A87E-A8D8FEA9847B,Operational
LT-IT024,89:B1:8E:5A:65:C1,Windows 10 Enterprise,CORP,10.1.21.6K,3TYMOMY2QD,14.0,5.00.9049.1000,lt-it024.corp.local,lt-it024,,CORP\lisa.smith,,7BE1A735-85E3-4013-A86A-A4D25E83809A,Operational
LT-IT127,6C:CC:E4:5A:18:2D,Windows 10 Pro,CONTOSO,10.1.21.68,TZ693PK,14.0,5.00.9040.1001,lt-it127.contoso.local,lt-it127,04-04-2025 14:45,FABRIKAM\christopher.herrera,16797202.0,F0BBAE7B-8EB2-4B64-9FE3-D0B6EB7D742C,Operational
WS-IT619,BC:F8:6C:09:B8:B8,,CONTOSO,10.1.11.34,LENOVO3RD5T9FE,15.0,5.00.9049.1000,ws-it619.contoso.local,ws-it619,07-04-2025 07:03,,,593DA4B7-FF8F-4E5E-BE09-7832F74F7F8C,Operational
WS-IT513,C8:72:1B:8F:46:33,Windows 11 Enterprise,CONTOSO,10.1.11.33,LENOVOVACCNTEZ,5.0,5.00.9049.1000,ws-it513.contoso.local,ws-it513,30-03-2025 12:11,CORP\thomas.peterson,16741276.0,A04B1E1B-094C-4538-ADED-D05BBBE4CD84,Operational
WS-IT338,ED:E3:FE:08:00:0F,Windows 10 Enterprise,FABRIKAM,10.1.11.32,L3A4MPB,15.0,5.00.9049.1000,ws-it338.fabrikam.local,ws-it338,06-04-2025 19:43,CONTOSO\taylor.buchanan,16797985.0,D53E09ED-89BD-410C-B334-F01DA369D749,Operational
WS-IT289,05:7F:EA:AE:70:42,Windows 10 Pro,CONTOSO,10.1.11.31,JUAQS6ZCCD,5.0,5.00.9049.1000,ws-it289.contoso.local,ws-it289,15-04-2025 16:05,CORP\devin.fisher,16753220.0,61BF9EA9-B5A2-4C57-BC03-7515D62409D2,Operational
SRV-SQL08,A5:14:47:76:AB:5C,Windows Server 2019 Standard,CORP,,7Q1FXRF,17.0,5.00.9040.1001,srv-sql08.corp.local,srv-sql08,26-03-2025 08:53,SYSTEM,16729096.0,8363DAF8-9A63-4A0F-8E28-F7A756241A24,Operational
WS-IT213,EC:FE:60:94:20:83,Windows 10 Enterprise,WORKGROUP,10.1.11.30,LN7TA48,7.0,5.00.9040.1001,WS-IT213,ws-it213,14-04-2025 17:22,CONTOSO\timothy.williams,16797269.0,B623B1B2-000D-4FE6-9307-3DE11AD16244,Operational
TB-IT52,F1:3B:D8:6C:61:37,Windows 10 Pro,CONTOSO,10.1.31.21,R5UVZLNP,14.0,5.00.9049.1000,tb-it52.contoso.local,tb-it52,09-04-2025 11:43,FABRIKAM\stephanie.garcia,16797882.0,1060D981-0789-4D3F-B328-B6BD55BFEF30,Operational
WS-IT585,31:93:4F:22:6D:F1,Windows 11 Enterprise,CORP,10.1.11.2K,ZTWQ1ENDAJ,6.0,5.00.9040.1001,ws-it585.corp.local,,10-04-2025 17:26,CONTOSO\daniel.jones,16781340.0,A42E0C54-FFEF-4A65-8074-207203C45728,Operational
TB-IT08,69:5C:1A:2D:26:9D,Windows 10 Pro,CONTOSO,10.1.31.20,LENOVOS2U6JT5D,14.0,5.00.9049.1000,tb-it08.contoso.local,tb-it08,24-03-2025 13:09,FABRIKAM\wanda.gonzales,16789050.0,7B6259A2-CAF0-4743-8379-A6A6A1EFBEC0,Operational
LT-IT032,A8:DF:69:AD:BD:9F,Windows 10 Pro,CONTOSO,10.1.21.6G,LENOVO0CNA5VZF,14.0,5.00.9040.1001,lt-it032.contoso.local,lt-it032,27-03-2025 09:13,FABRIKAM\karen.wolf,16770628.0,67F664B8-744E-4B5D-BDA4-090816C47DDB,Operational
WS-IT460,6D:F1:92:F4:DE:9E,Windows 10 Pro,CORP,10.1.11.28,LENOVOHMJIWFVI,15.0,5.00.9040.1001,ws-it460.corp.local,ws-it460,19-04-2025 10:10,CORP\sara.reed,16759073.0,6BEFEDFC-9489-43F8-AB32-7C1B1307AF6C,Operational
LT-IT036,00:3A:E8:9C:44:96,Windows 11 Enterprise,CONTOSO,10.1.21.66,0E8ILGL,,5.00.9049.1000,lt-it036.contoso.local,lt-it036,31-03-2025 07:18,CONTOSO\isabel.clark,16764330.0,12219C17-789D-4BF0-BF50-63E6EFA25EC6,Operational
WS-IT390,29:2F:A9:B6:A1:BA,Windows 11 Pro,CONTOSO,10.1.11.2G,LENOVONC7EC0W8,6.0,5.00.9049.1000,ws-it390.contoso.local,ws-it390,30-03-2025 13:58,CORP\joshua.hall,16701781.0,66C98FF4-17CF-4E99-8261-9C4DA3867E46,Operational
LT-IT066,3C:F4:02:9B:01:63,Windows 11 Pro,,10.1.21.65,LENOVOOQ3DALGK,8.0,5.00.9049.1000,lt-it066.corp.local,lt-it066,28-03-2025 13:10,CORP\jacqueline.watts,16765134.0,D3E672E9-6FAF-4830-BB0D-4C7690B407B1,Operational
SRV-SQL58,4D:BC:66:36:E5:CD,Windows Server 2019 Standard,FABRIKAM,10.1.2.21,U0C4514,18.0,,srv-sql58.fabrikam.local,srv-sql58,13-04-2025 13:04,SYSTEM,16748062.0,685547A8-2527-430E-91D0-4D2C995A6537,Operational
WS-IT334,E8:8F:37:39:B3:C8,Windows 11 Pro,CORP,10.1.11.26,6YA7DY5,,5.00.9049.1000,ws-it334.corp.local,ws-it334,09-04-2025 16:17,CORP\curtis.mcbride,16704301.0,A2BA2772-ABA2-4F9A-9F90-A51EDD97E8BF,Operational
WS-IT572,F0:9D:2F:4C:0F:6E,Windows 11 Enterprise,FABRIKAM,10.1.11.25,LENOVOQS5S0FI5,4.0,5.00.9040.1001,ws-it572.fabrikam.local,ws-it572,06-04-2025 12:37,CONTOSO\melissa.hampton,16716569.0,B4EB8926-D016-4A6D-A3C1-23D6EA7E917E,Operational
LT-IT148,5C:7A:94:14:4A:E0,Windows 10 Pro,CONTOSO,10.1.21.64,4W0X9X0,14.0,5.00.9049.1000,,lt-it148,04-04-2025 15:23,FABRIKAM\david.banks,16726360.0,1BD8FBC1-5215-4F8E-8B90-6BBEACBC3A7D,Operational
WS-IT065,3D:A8:8D:69:0A:C2,Windows 11 Enterprise,CORP,10.1.11.24,2VMWTR3AAX,15.0,5.00.9049.1000,ws-it065.corp.local,ws-it065,05-04-2025 13:21,FABRIKAM\heather.stewart,16736127.0,FF7D5C31-2CF3-43F0-B052-F2CEB557AD6D,Operational
WS-IT147,3C:DD:6F:1C:57:B1,Windows 10 Pro,CORP,10.1.11.23,XOCVZPUND9,3.0,5.00.9049.1000,ws-it147.corp.local,ws-it147,06-04-2025 12:20,CONTOSO\victoria.horn,16744486.0,B0C310B2-C91A-4B84-A648-81CE98B450B9,Operational
WS-IT675,65:36:CD:C4:E5:AF,Windows 11 Enterprise,FABRIKAM,10.1.11.22,8J7XZ4G,5.0,5.00.9049.1000,ws-it675.fabrikam.local,ws-it675,,CONTOSO\molly.lynch,16793077.0,25AB51EA-6736-4B27-B37E-19CEE4353E31,Operational
WS-IT518,BD:A9:8F:5B:4A:46,Windows 11 Pro,CORP,10.1.11.21,LENOVOS2BRNVXS,,5.00.9049.1000,ws-it518.corp.local,ws-it518,20-04-2025 16:54,CONTOSO\john.miller,16778980.0,DF19BF88-B6B5-478C-996B-1E8B4AEA7955,Operational
LT-IT264,15:85:0D:D1:34:2D,Windows 11 Pro,CORP,10.1.21.63,L0QPCTQ34C,14.0,5.00.9049.1000,lt-it264.corp.local,,18-04-2025 17:41,CONTOSO\jonathan.butler,16769848.0,4D7A5828-6B4E-46D6-8790-4E845AA1885F,Operational
WS-IT033,19:FF:DD:AA:E8:2C,Windows 11 Pro,WORKGROUP,10.1.11.20,JQ1CZY38UB,17.0,5.00.9049.1000,WS-IT033,ws-it033,07-04-2025 12:20,CORP\michael.miller,16735664.0,00CA7B6F-A165-4E65-A93A-36881879DD05,Operational
WS-IT454,DC:B4:3B:91:8E:84,Windows 10 Pro,FABRIKAM,10.1.11.1K,43JIOOK,17.0,5.00.9049.1000,ws-it454.fabrikam.local,ws-it454,08-04-2025 12:25,CORP\stephen.miranda,16756685.0,,Operational
WS-IT539,0D:98:A0:40:B9:E0,Windows 11 Pro,CONTOSO,10.1.11.18,YN3IXA5O5V,7.0,5.00.9049.1000,ws-it539.contoso.local,,24-03-2025 11:02,,16757407.0,42E7C399-DCFB-46F6-A5D3-E31A92D4F797,Operational
WS-IT069,FD:20:D4:F6:46:67,Windows 10 Enterprise,FABRIKAM,10.1.11.1G,LENOVOI20YFXS3,6.0,5.00.9049.1000,ws-it069.fabrikam.local,ws-it069,03-04-2025 09:55,,16729214.0,396130A1-0058-47AD-8FC6-51F060825AE4,Operational
LT-IT273,79:5A:97:6C:FD:A3,Windows 10 Pro,FABRIKAM,10.1.21.62,T9SZCHAEWA,,5.00.9049.1000,lt-it273.fabrikam.local,lt-it273,25-03-2025 10:23,CONTOSO\tyler.horton,16717684.0,C2ECD3FC-F2F0-49B8-9A21-BA81565EC6CD,Operational
WS-IT479,E4:5D:7B:81:8B:68,Windows 11 Pro,CORP,10.1.11.16,LENOVO0HZQVFDC,3.0,5.00.9049.1000,ws-it479.corp.local,ws-it479,21-04-2025 10:10,CONTOSO\laura.smith,16759388.0,A250DDC7-80C0-4536-A7BF-47CAC411CA01,Operational
LT-IT099,,Windows 10 Pro,CONTOSO,10.1.21.61,LENOVO3QBC699R,8.0,5.00.9049.1000,lt-it099.contoso.local,lt-it099,18-04-2025 15:51,FABRIKAM\kelli.garrison,16778768.0,D2FA4D19-8489-44AD-8812-48BE11510E3B,Operational
