Serial number,MAC Address,IP Address,Fully qualified domain name,Name,Chassis type,Product instance identifier,Operational status,Host name,Assigned to,Domain,Object ID,Most recent discovery,IOS version,Operating System,Confidence Score
LENOVOOJDQFR4ETQSUI59GRT25,44:7D:6E:3D:FA:70,10.1.20.107,lt-it102.fabrikam.local,LT-IT102,9.0,44D820DA-FFA7-49A4-A679-6993A43BD3B1,Operational,lt-it102,FABRIKAM\nicole.warren,FABRIKAM,16706082.0,16-04-2025 19:18,5.00.9049.1000,Windows Server 2022 Standard,90.0
DELL4O0LQKH,C5:B7:89:0F:B5:C7,10.1.2.10,srv-sql11.corp.local,SRV-SQL11,20.0,38004C2D-65A8-4CF7-9A0A-9EE4D3D40F5F,Operational,srv-sql11,SYSTEM,CORP,16701739.0,21-04-2025 14:00,5.00.9049.1000,Windows Server 2022 Standard,100.0
71T0BBWUKCQIWKH4PS5H,29:F5:3D:11:CA:64,10.1.10.12,ws-it154.contoso.local,WS-IT154,5.0,4103180E-D86D-4567-8226-6E6D137A6B89,Operational,ws-it154,CORP\douglas.davis,CONTOSO,16741385.0,13-04-2025 09:23,5.00.9049.1000,Windows Server 2022 Standard,95.0
LENOVO5BVEVPKKJ11STT88K94H,7D:FE:D6:D4:23:C3,10.1.10.11,ws-it663.fabrikam.local,WS-IT663,3.0,5ADE7F0A-6580-47C8-8A5C-1152559E4DEA,Operational,ws-it663,,FABRIKAM,16787725.0,07-04-2025 15:58,5.00.9040.1001,Windows Server 2019 Standard,100.0
HPDFZENZYTU9,98:E8:08:C2:9D:4D,10.1.10.10,ws-it073.fabrikam.local,WS-IT073,17.0,178A8265-E0F5-469F-A5DE-877093394C82,Operational,ws-it073,CONTOSO\steven.clements,FABRIKAM,16765417.0,01-04-2025 07:47,5.00.9049.1000,Windows Server 2019 Standard,100.0
HPENX9IBUAKT,54:C1:C2:1E:E0:87,10.1.10.10,ws-it596.corp.local,WS-IT596,5.0,C274B48E-73CD-4334-A5C0-CCABCF151106,Operational,ws-it596,CONTOSO\lisa.chapman,CORP,16788818.0,06-04-2025 18:44,5.00.9049.1000,Windows Server 2022 Standard,95.0
DELLD0IDKWW,7C:96:40:E9:9B:87,10.1.10.11,WS-IT640,,4.0,FB34C270-9B0E-48EA-9ED0-2BA0C4891813,Operational,ws-it640,CONTOSO\donald.gray,WORKGROUP,16706290.0,,5.00.9049.1000,Windows Server 2019 Standard,100.0
HP8ZWFX619K2,,10.1.20.108,lt-it122.contoso.local,LT-IT122,14.0,C3AEC1EE-976F-46A2-BE8C-24BB482F79C2,Operational,lt-it122,FABRIKAM\edward.parker,CONTOSO,16777945.0,26-03-2025 18:15,5.00.9049.1000,Windows Server 2019 Standard,100.0
LENOVOTQ80914DW9FLK0YWA37C,75:7B:CD:29:9A:24,10.1.20.106,,LT-IT255,9.0,858FD729-79F9-46E6-8349-C263DBA5F007,Operational,lt-it255,CONTOSO\carol.wright,CORP,16798099.0,09-04-2025 07:53,5.00.9049.1000,Windows Server 2019 Standard,100.0
DELLDU2BD0S,0D:FA:D4:C8:85:C9,10.1.20.105,lt-it020.corp.local,LT-IT020,9.0,11249DCF-8654-405E-A8C1-57ECD126AB85,Operational,lt-it020,FABRIKAM\erik.mueller,CORP,16733655.0,25-03-2025 18:17,5.00.9049.1000,Windows Server 2019 Standard,100.0
6H6JV0U9AVWIF3EW6JWB,D8:F6:06:BA:A4:62,10.1.10.12,ws-it207.contoso.local,WS-IT207,15.0,597C3FF9-6E8A-4EA5-B16E-D6AC47C86CDA,Operational,ws-it207,,CONTOSO,16720706.0,26-03-2025 11:15,5.00.9040.1001,Windows Server 2019 Standard,100.0
DELL9U3J3C8,29:29:3C:77:81:E2,10.1.20.104,lt-it285.corp.local,LT-IT285,8.0,2F49E421-E90F-453B-B0AB-FDB36B49AB43,Operational,lt-it285,CONTOSO\courtney.mclaughlin,CORP,16727309.0,03-04-2025 07:20,5.00.9049.1000,Windows Server 2019 Standard,100.0
HP2BKHZGNX2G,00:CD:B8:04:6F:67,10.1.10.13,ws-it345.corp.local,WS-IT345,15.0,095E7E5D-E991-4C5C-B1B6-F2CABA139502,Operational,ws-it345,CONTOSO\morgan.jones,CORP,16768452.0,07-04-2025 15:12,,Windows Server 2019 Standard,100.0
DELL698KNOU,E0:37:90:F8:4B:C5,10.1.11.10,ws-it171.fabrikam.local,WS-IT171,15.0,88289BED-E2AA-4C36-A402-F86ECEF351AD,Operational,ws-it171,CONTOSO\leslie.vasquez,FABRIKAM,16750895.0,,5.00.9049.1000,Windows Server 2019 Standard,100.0
HPNJURTQYFWW,E1:12:A3:D7:DA:E5,10.1.10.14,ws-it688.corp.local,WS-IT688,3.0,26271C04-9C8B-4E09-ACE0-B5ACEB06B656,Operational,ws-it688,FABRIKAM\samuel.schneider,CORP,16702833.0,09-04-2025 14:08,5.00.9049.1000,Windows Server 2019 Standard,100.0
HPSY28NZRP99,A8:BE:22:5B:1A:1D,10.1.11.11,ws-it358.corp.local,WS-IT358,5.0,665DF4CB-AB31-4868-BEA6-5F79509F060A,Operational,ws-it358,CORP\douglas.gonzales,CORP,16796506.0,26-03-2025 19:32,5.00.9049.1000,Windows Server 2019 Standard,100.0
HPNQZFWFTC6R,E9:E2:55:54:0B:E9,10.1.20.103,lt-it310.contoso.local,LT-IT310,9.0,0E4956A5-B453-4F9D-AC3F-90776552818C,Operational,lt-it310,FABRIKAM\matthew.allison,CONTOSO,16719557.0,22-04-2025 14:58,5.00.9049.1000,Windows Server 2022 Standard,95.0
DELL5ZQBK98,14:AE:98:FE:77:2E,10.1.20.101,lt-it034.corp.local,,9.0,86348887-2A18-43BB-B78E-B6C24BCB9D40,Operational,lt-it034,FABRIKAM\melissa.bentley,CORP,16715486.0,21-04-2025 17:48,5.00.9049.1000,Windows Server 2019 Standard,100.0
LENOVOBQHDYREJ61SZJJDN3TKK,6C:87:19:B2:8F:92,10.1.10.15,ws-it635.corp.local,WS-IT635,3.0,8471A657-12EE-49B4-89A4-D735877C14A6,Operational,ws-it635,CONTOSO\kimberly.marquez,CORP,16705730.0,06-04-2025 07:24,5.00.9040.1001,Windows Server 2022 Standard,95.0
HPG4IP60KEY0,F1:7B:25:67:4C:94,,lt-it237.contoso.local,LT-IT237,10.0,80B337A1-BB26-4941-AB88-BFE8A4EFEA93,Operational,lt-it237,CONTOSO\austin.scott,CONTOSO,16725538.0,17-04-2025 08:04,5.00.9049.1000,Windows Server 2022 Standard,95.0
LENOVOYS24SI7WC56JH24JQ7TK,7D:F5:12:AB:16:8F,10.1.10.16,ws-it265.contoso.local,WS-IT265,3.0,01E1D469-7BF2-4EB1-BBE8-D0CE85A0F226,Operational,ws-it265,CORP\ryan.johnson,CONTOSO,16715529.0,20-04-2025 15:06,5.00.9049.1000,Windows Server 2019 Standard,100.0
JMIRG4KVDS4746P4FQXQ,E0:06:DF:EB:A7:FC,10.1.10.19,ws-it676.corp.local,WS-IT676,4.0,7162359B-471B-4E93-9D39-28A46166CADE,Operational,ws-it676,FABRIKAM\john.marquez,CORP,16772182.0,31-03-2025 19:46,5.00.9049.1000,Windows Server 2022 Standard,90.0
HPOBI91A37UZ,B0:C9:D1:FB:68:21,,ws-it146.fabrikam.local,WS-IT146,5.0,,Operational,ws-it146,CONTOSO\kimberly.freeman,FABRIKAM,16751078.0,03-04-2025 15:48,5.00.9049.1000,Windows Server 2019 Standard,100.0
DELLCUQZ1FQ,FD:ED:B8:50:44:51,10.1.20.77,lt-it207.corp.local,LT-IT207,9.0,E052BB58-F200-4E00-AD85-A0F968427D7C,Operational,lt-it207,FABRIKAM\joe.burch,CORP,16713416.0,09-04-2025 08:07,5.00.9049.1000,Windows Server 2022 Standard,95.0
LENOVOUWPMO6OC3RYT62K3GMLN,45:56:11:0F:19:A1,10.1.11.13,ws-it468.corp.local,WS-IT468,6.0,18F0AFC1-821B-4E1A-B3BA-CFB17AEF4598,Operational,ws-it468,FABRIKAM\barbara.johnson,CORP,16711031.0,23-03-2025 17:49,5.00.9049.1000,Windows Server 2019 Standard,100.0
875RL4C7WQ7P15OE4K2O,D1:B0:C3:1E:2B:8D,10.1.11.14,ws-it083.corp.local,WS-IT083,4.0,F6C91413-F39C-4598-A222-1605B78E17E1,Operational,ws-it083,,CORP,16716687.0,23-03-2025 08:20,5.00.9049.1000,Windows Server 2019 Standard,100.0
DELL8E0OHDO,D8:6F:0B:75:F9:B1,10.1.11.15,ws-it175.corp.local,WS-IT175,4.0,A67CB7B0-0567-4345-8B03-BF5566E5B556,Operational,ws-it175,CONTOSO\alan.johnson,CORP,16711483.0,29-03-2025 07:15,5.00.9049.1000,Windows Server 2022 Standard,95.0
T3WJPDYH2RQ9K6IHBT5O,9D:65:A5:25:85:B6,10.1.10.18,ws-it527.contoso.local,WS-IT527,5.0,679F3BE0-7689-491F-99BE-84F594552E55,Operational,ws-it527,CONTOSO\valerie.moody,,16761430.0,,5.00.9049.1000,Windows Server 2022 Standard,95.0
DELL4C4UJFK,24:FE:4F:22:DA:9A,10.1.10.17,ws-it488.fabrikam.local,WS-IT488,7.0,DA634E88-553D-4CB6-8392-7C4C338DEC03,Operational,ws-it488,,FABRIKAM,16782034.0,15-04-2025 13:08,5.00.9049.1000,Windows Server 2019 Standard,100.0
DELLCJL34XP,0D:FB:51:9F:1F:01,,lt-it282.fabrikam.local,,14.0,CBB5F6E6-F580-4B0A-8731-1360EC976FF0,Operational,lt-it282,CORP\melissa.garcia,FABRIKAM,16775407.0,03-04-2025 15:30,5.00.9049.1000,Windows Server 2019 Standard,100.0
HCC32A5HZ5XFTSZNV2GR,8D:2E:91:6B:6E:F9,10.1.11.16,ws-it506.corp.local,WS-IT506,17.0,F9343B10-2277-4E9B-B37B-9534F7971487,Operational,ws-it506,FABRIKAM\jose.garcia,CORP,16717131.0,09-04-2025 19:07,5.00.9049.1000,Windows Server 2022 Standard,90.0
DELL4BKNNWC,,10.1.20.79,lt-it015.corp.local,LT-IT015,9.0,D7A60474-3822-40C1-8A2D-3593B7D001F8,Operational,lt-it015,CONTOSO\james.barry,CORP,16782587.0,12-04-2025 11:17,5.00.9049.1000,Windows Server 2019 Standard,100.0
DELLT6SWGHQ,11:86:29:9A:E5:3F,10.1.11.19,ws-it120.contoso.local,WS-IT120,4.0,A5D31981-E134-48A0-8F1E-1CC439395602,Operational,ws-it120,CONTOSO\andrea.mooney,,,18-04-2025 18:57,5.00.9049.1000,Windows Server 2022 Standard,90.0
HPE27CHCGYNT,,10.1.20.76,lt-it080.fabrikam.local,LT-IT080,9.0,7BA9E6B1-308F-4DD3-A317-503781A71CCF,Operational,lt-it080,CORP\jennifer.williams,FABRIKAM,16792948.0,,5.00.9049.1000,Windows Server 2022 Standard,95.0
TLI7UYMMUEOS2BUHEEAH,C8:47:49:C4:BE:BD,10.1.20.75,lt-it335.fabrikam.local,LT-IT335,8.0,7D9E0479-C65D-4720-BA42-70A3450DB519,Operational,lt-it335,FABRIKAM\vicki.mitchell,FABRIKAM,16783531.0,12-04-2025 12:46,5.00.9049.1000,Windows Server 2019 Standard,100.0
BRPOW19SQ7XVID3DGTQG,A8:AA:EF:69:24:CA,10.1.20.74,lt-it359.corp.local,LT-IT359,8.0,A1B44B4F-2096-47AC-BFF0-78DE1CA2D677,Operational,lt-it359,CORP\gary.montoya,CORP,16786425.0,26-03-2025 08:04,5.00.9049.1000,Windows Server 2022 Standard,90.0
DELLPICY8AC,28:04:9C:33:FC:71,10.1.20.73,lt-it249.fabrikam.local,LT-IT249,8.0,CC86C945-3E19-414C-B07B-90E70902F23F,Operational,lt-it249,CONTOSO\jessica.gallagher,FABRIKAM,16793153.0,02-04-2025 13:00,5.00.9049.1000,Windows Server 2019 Standard,100.0
HP5OJKFJ0ZK4,E0:43:33:22:41:3A,10.1.11.18,ws-it039.contoso.local,WS-IT039,4.0,DCB4AEB2-2ACF-4014-AD3B-36A40768B9CF,Operational,ws-it039,CORP\shane.mason,CONTOSO,16723134.0,26-03-2025 10:10,5.00.9049.1000,Windows Server 2022 Standard,95.0
HPXUPO8HTZR7,E0:BB:96:D8:54:03,10.1.20.72,lt-it093.fabrikam.local,LT-IT093,10.0,D1C64447-E649-451C-AB57-98C1DF1BDCB8,Operational,lt-it093,CORP\ashley.carlson,FABRIKAM,16756663.0,26-03-2025 12:45,5.00.9049.1000,Windows Server 2019 Standard,100.0
HPMJEDCP5RJM,,10.1.10.20,ws-it193.corp.local,WS-IT193,,F75AF6F8-004D-4E9E-B87A-0EA13326D033,Operational,ws-it193,CORP\scott.harrison,CORP,16785585.0,27-03-2025 09:22,5.00.9049.1000,Windows Server 2022 Standard,95.0
HPVNU5MS2B8I,C4:C4:85:99:CF:37,10.1.10.21,ws-it013.corp.local,WS-IT013,17.0,1461E36A-417A-408E-9D8A-73BE01600DCF,Operational,ws-it013,CONTOSO\robert.knox,CORP,16766254.0,29-03-2025 14:46,5.00.9040.1001,Windows Server 2022 Standard,95.0
HP2F8RM8E8KC,81:41:1E:8B:E2:B3,10.1.1.37,srv-sql26.contoso.local,SRV-SQL26,18.0,44BE16C6-6A3B-4152-AC54-D28787AEB826,Operational,srv-sql26,SYSTEM,CONTOSO,16750598.0,21-04-2025 18:02,5.00.9049.1000,Windows Server 2022 Standard,100.0
HPQP5EEREV6U,D0:DB:39:FB:DD:1E,10.1.20.71,lt-it343.contoso.local,LT-IT343,9.0,01220590-1AC4-4FE5-B0A9-2A0C358A5AFA,Operational,lt-it343,FABRIKAM\jessica.klein,CONTOSO,16712025.0,08-04-2025 11:36,5.00.9049.1000,Windows Server 2019 Standard,100.0
DELLHEMKZYU,91:71:53:85:E7:C2,10.1.20.70,lt-it291.contoso.local,LT-IT291,9.0,6F5DBDDD-0070-4396-B675-5C7DE567C74A,Operational,lt-it291,CONTOSO\sarah.beltran,CONTOSO,16756988.0,24-03-2025 18:02,5.00.9040.1001,Windows Server 2019 Standard,100.0
LENOVO4YG8TBRBZNNNLVED79LJ,,10.1.20.87,lt-it300.contoso.local,LT-IT300,14.0,48342E2F-9663-417F-A056-83A7B724C183,Operational,lt-it300,,CONTOSO,16735184.0,29-03-2025 10:59,5.00.9049.1000,Windows Server 2022 Standard,95.0
DELLKE9WSEW,68:74:1E:17:B9:07,10.1.11.17,,WS-IT514,3.0,4D0F225A-1762-4B0A-9A71-B02EBDE4AEF2,Operational,ws-it514,CORP\jamie.wiggins,FABRIKAM,16756616.0,11-04-2025 11:25,5.00.9040.1001,Windows Server 2022 Standard,90.0
DELLTJOEI94,25:0F:16:EB:5F:72,10.1.10.22,ws-it715.contoso.local,WS-IT715,7.0,79EE5B81-3E31-4F0B-9340-72DD3275C348,Operational,ws-it715,FABRIKAM\carol.dennis,CONTOSO,16720265.0,01-04-2025 17:59,5.00.9049.1000,Windows Server 2019 Standard,100.0
DELLSSQELUS,C5:A0:E0:96:F0:0F,10.1.10.23,ws-it480.contoso.local,WS-IT480,4.0,232F5BC1-B9F8-4956-9442-7C161946D058,Operational,,,CONTOSO,16738338.0,04-04-2025 09:16,5.00.9049.1000,Windows Server 2019 Standard,100.0
HPFPAMVTPJUH,D9:C4:85:82:12:57,10.1.20.88,lt-it119.fabrikam.local,LT-IT119,9.0,423AF363-C971-4616-8B60-8305D9DA05DB,Operational,lt-it119,CONTOSO\carla.neal,FABRIKAM,16778110.0,14-04-2025 16:31,5.00.9049.1000,Windows Server 2019 Standard,100.0
HPB36JRW94UE,11:73:B7:0F:4B:AC,10.1.11.20,,WS-IT501,6.0,FD30F271-2D30-4370-8864-FBCC1CBD908B,Operational,ws-it501,FABRIKAM\james.gordon,CONTOSO,16719168.0,29-03-2025 14:20,5.00.9049.1000,Windows Server 2019 Standard,100.0
HPHW31I4C2OE,1D:74:34:F7:7A:6B,10.1.20.89,lt-it356.contoso.local,LT-IT356,14.0,252FA9D6-1560-4482-9750-2A19771259AF,Operational,lt-it356,FABRIKAM\jack.schmidt,CONTOSO,16789925.0,10-04-2025 14:33,5.00.9049.1000,Windows Server 2022 Standard,90.0
LENOVO1HMVRJ3Z4YCZQCXTUMUR,FD:A5:BB:05:0F:E6,10.1.10.24,ws-it324.fabrikam.local,WS-IT324,5.0,8511C442-D55D-44A8-9907-67CE726D155A,Operational,,CONTOSO\christine.jenkins,FABRIKAM,16711431.0,08-04-2025 17:53,5.00.9040.1001,Windows Server 2019 Standard,100.0
LENOVOHXO9Z1DSYZ3ZNVA5UL2H,70:F9:98:66:94:AD,10.1.20.86,lt-it348.fabrikam.local,LT-IT348,14.0,AB84BB95-D5F2-4A5D-8303-507F729DBF6A,Operational,lt-it348,CONTOSO\virginia.garrison,FABRIKAM,16773626.0,20-04-2025 13:37,5.00.9049.1000,Windows Server 2022 Standard,95.0
HPJW59Y36CQF,,10.1.10.25,ws-it046.corp.local,WS-IT046,15.0,DC679C95-5000-4E89-B214-1D60E40E68B2,Operational,ws-it046,,CORP,16710651.0,09-04-2025 13:23,5.00.9040.1001,Windows Server 2019 Standard,100.0
DELLQAY5EEO,68:55:63:B6:62:1B,10.1.10.26,ws-it639.corp.local,WS-IT639,4.0,2D9224C1-2084-4EDA-B00F-21BF7096A20C,Operational,ws-it639,,CORP,,22-04-2025 18:06,5.00.9049.1000,Windows Server 2022 Standard,95.0
N5RHLNFLMU7TAT27GQ80,38:8E:48:D9:7A:A7,10.1.30.31,tb-it57.fabrikam.local,TB-IT57,11.0,39615220-2802-4673-BE66-045BFB69D59A,Operational,tb-it57,CORP\daniel.knight,FABRIKAM,16708464.0,30-03-2025 09:31,5.00.9049.1000,Windows Server 2019 Standard,100.0
8GEM9W0M6ZKGLIJ8P3G3,E0:A2:E5:55:F3:C1,10.1.10.29,ws-it525.fabrikam.local,WS-IT525,5.0,,Operational,ws-it525,FABRIKAM\kim.parker,FABRIKAM,16752935.0,30-03-2025 17:51,5.00.9040.1001,Windows Server 2019 Standard,100.0
LENOVOQ6QYV67431FN4KSTIDJO,A8:28:DB:23:C6:72,10.1.11.21,ws-it020.corp.local,WS-IT020,4.0,32C54AB8-F591-4074-8303-3913C210FCA0,Operational,ws-it020,CONTOSO\teresa.smith,CORP,16781260.0,14-04-2025 11:08,5.00.9049.1000,Windows Server 2019 Standard,100.0
DELLR94FVL1,48:BE:93:3F:A4:A9,10.1.11.22,ws-it335.fabrikam.local,WS-IT335,15.0,6361F941-8273-449D-9840-5485C3D6C6E4,Operational,ws-it335,CORP\melissa.cross,FABRIKAM,16721964.0,05-04-2025 07:22,5.00.9049.1000,Windows Server 2019 Standard,100.0
HPE4PPC60TDK,A5:45:28:00:62:12,10.1.10.28,ws-it317.contoso.local,WS-IT317,15.0,39B53689-338E-44B4-B450-46CE48B8982A,Operational,ws-it317,CORP\randy.rogers,CONTOSO,16734422.0,16-04-2025 19:11,5.00.9049.1000,Windows Server 2022 Standard,90.0
HPHX3VSXFUSO,,10.1.11.23,ws-it119.fabrikam.local,WS-IT119,4.0,F88AE1FF-178C-4988-B1DC-D5528A62054D,Operational,ws-it119,FABRIKAM\drew.simpson,FABRIKAM,16740618.0,02-04-2025 10:49,5.00.9049.1000,Windows Server 2019 Standard,100.0
ST63AEKCFLPJKZ5OT018,C1:AE:3B:1B:07:4A,10.1.11.24,ws-it340.contoso.local,WS-IT340,4.0,9418C22D-8568-4067-AA08-AB85CDD428C7,Operational,ws-it340,CONTOSO\john.reese,CONTOSO,16796216.0,31-03-2025 19:52,5.00.9049.1000,Windows Server 2019 Standard,100.0
DELLHMIM1SW,58:2E:2A:CC:8E:C3,10.1.10.27,ws-it616.contoso.local,WS-IT616,15.0,094DCC03-A7B4-49CE-B391-1F865CEABE6C,Operational,ws-it616,CORP\robert.lee,CONTOSO,16734607.0,12-04-2025 12:12,5.00.9049.1000,Windows Server 2022 Standard,90.0
V64JFR03Q53R3DTC5N3N,9C:43:81:BF:1F:D3,10.1.11.25,ws-it155.fabrikam.local,WS-IT155,,9A45AB1A-D7CB-413B-BCB3-905083554404,Operational,ws-it155,CORP\kimberly.santiago,FABRIKAM,16763641.0,02-04-2025 13:46,,Windows Server 2019 Standard,100.0
LENOVOEY4D9EKZKVWWZ038KA00,11:E8:C5:45:66:7A,10.1.11.26,ws-it716.corp.local,WS-IT716,7.0,80C0F7B5-B1D0-47CF-9C37-675E0EE07048,Operational,ws-it716,CONTOSO\seth.paul,CORP,16756728.0,22-04-2025 09:24,5.00.9049.1000,Windows Server 2022 Standard,95.0
92281092411,09:08:6E:85:BD:0F,10.1.30.30,tb-it49.contoso.local,TB-IT49,11.0,D72C0AFC-5A68-4B6C-B9EE-2CFFB76E71C9,Operational,tb-it49,FABRIKAM\andrea.collins,CONTOSO,16789680.0,02-04-2025 17:20,5.00.9049.1000,Windows Server 2019 Standard,100.0
HP5QO1LRAVYN,38:32:B8:E5:C0:C0,10.1.20.85,lt-it267.fabrikam.local,LT-IT267,8.0,6E1BE1D5-A8AD-454E-A8B3-41B9000EECA6,Operational,lt-it267,CORP\anne.waller,FABRIKAM,16728796.0,01-04-2025 15:25,5.00.9049.1000,Windows Server 2019 Standard,100.0
DELLJ422788,39:7F:AD:2C:F8:DC,10.1.11.29,ws-it599.contoso.local,WS-IT599,3.0,5C336F05-73A1-4552-8FFA-182BFC946048,Operational,ws-it599,CONTOSO\jeffrey.gibson,CONTOSO,16745279.0,30-03-2025 19:54,5.00.9040.1001,Windows Server 2019 Standard,100.0
OP8HTSNBCKU09LYQNZJP,B0:9C:75:0E:0A:5C,10.1.30.27,tb-it27.contoso.local,TB-IT27,14.0,51CCE575-A838-47E1-A7EF-A65154523A15,Operational,tb-it27,FABRIKAM\jason.richardson,CONTOSO,16764460.0,18-04-2025 08:14,5.00.9049.1000,Windows Server 2019 Standard,100.0
HP644UAHLRNE,2C:A4:5C:E1:85:55,10.1.20.84,lt-it204.fabrikam.local,LT-IT204,14.0,ACF66698-DB96-4F4B-8737-2D4001047B3F,Operational,lt-it204,CONTOSO\aaron.braun,FABRIKAM,16765788.0,16-04-2025 15:24,5.00.9049.1000,Windows Server 2022 Standard,95.0
DELL8O4OXSM,10:C5:BE:ED:9B:C1,10.1.11.28,ws-it165.fabrikam.local,WS-IT165,,15A02D24-CC92-4317-90E3-AACADF417E67,Operational,ws-it165,CORP\wendy.perkins,FABRIKAM,16739381.0,11-04-2025 18:22,5.00.9049.1000,Windows Server 2019 Standard,100.0
DELLF6KP765,04:3A:BF:14:C2:AB,10.1.1.38,srv-sql01.fabrikam.local,SRV-SQL01,19.0,09AD72A8-FAB8-48CB-A261-2929ABBB2EB1,Operational,srv-sql01,SYSTEM,FABRIKAM,16752835.0,30-03-2025 14:13,5.00.9049.1000,Windows Server 2022 Standard,100.0
DELL442V9R2,BD:BF:13:5C:AD:7D,10.1.1.39,srv-sql23.fabrikam.local,SRV-SQL23,18.0,42CD4CD6-9C17-4DDE-A7AC-38D928A4E0B2,Operational,srv-sql23,SYSTEM,FABRIKAM,16739652.0,13-04-2025 16:57,5.00.9049.1000,Windows Server 2022 Standard,100.0
DELLVU7VUZB,C1:93:98:FF:0E:2C,10.1.20.83,lt-it082.corp.local,LT-IT082,8.0,F9B161FE-4202-4086-AB02-930B95D4C2FF,Operational,,CONTOSO\ashley.powell,CORP,16730368.0,04-04-2025 19:01,5.00.9049.1000,Windows Server 2022 Standard,90.0
4CK7COFQB6HLATWUS988,54:76:FE:C1:AC:F7,10.1.10.30,ws-it680.corp.local,WS-IT680,7.0,53A10635-8160-4B87-8F37-471EE219D86D,Operational,ws-it680,CORP\justin.campbell,,16740833.0,28-03-2025 07:17,5.00.9049.1000,Windows Server 2019 Standard,100.0
HPD5BVGE3XZ8,24:9A:67:28:96:94,10.1.20.82,lt-it147.corp.local,LT-IT147,14.0,,Operational,lt-it147,CONTOSO\elizabeth.alexander,CORP,16742164.0,,5.00.9040.1001,Windows Server 2019 Standard,100.0
HPEUUMOWWL3O,DD:1B:23:C4:11:0F,10.1.20.81,lt-it120.fabrikam.local,LT-IT120,10.0,31F06351-837B-49F5-8A5C-5A3E439CDDBF,Operational,lt-it120,CONTOSO\judy.wright,FABRIKAM,16743368.0,07-04-2025 09:49,5.00.9049.1000,Windows Server 2019 Standard,100.0
DELLDC9BFO7,D0:AE:48:FD:95:46,10.1.11.27,ws-it027.fabrikam.local,WS-IT027,6.0,B17526EE-68F2-475B-8061-B9BFBA6BE36E,Operational,ws-it027,FABRIKAM\robert.allen,FABRIKAM,16750495.0,03-04-2025 08:25,5.00.9049.1000,Windows Server 2022 Standard,90.0
LENOVODIV2J52OA1WQWS1NHBYV,,10.1.20.80,lt-it284.fabrikam.local,LT-IT284,14.0,661B2258-98A4-4117-80CE-45772E481B51,Operational,lt-it284,FABRIKAM\justin.torres,FABRIKAM,16726123.0,29-03-2025 12:32,5.00.9049.1000,Windows Server 2019 Standard,100.0
HPCRO5YWAIN9,C0:44:FB:14:86:79,10.1.20.97,lt-it274.contoso.local,LT-IT274,9.0,AB8B6A79-F741-4140-A8E5-AFC38C2E3C8F,Operational,,FABRIKAM\michael.lucas,CONTOSO,16719757.0,16-04-2025 17:33,5.00.9049.1000,Windows Server 2019 Standard,100.0
CUO0YJ5KGZYGD851DI4W,F1:3A:04:38:BA:E0,10.1.10.31,ws-it185.contoso.local,WS-IT185,17.0,893EB26B-E9E7-46B7-BF35-77823EAF4420,Operational,ws-it185,CONTOSO\angela.stevenson,CONTOSO,16731238.0,05-04-2025 12:33,5.00.9040.1001,Windows Server 2022 Standard,95.0
DELLARCVRVV,55:6B:3A:8C:4C:D6,10.1.10.32,ws-it140.contoso.local,WS-IT140,15.0,1E669882-436E-4E75-807F-25DAC0482BDB,Operational,ws-it140,CORP\april.hendricks,CONTOSO,,04-04-2025 07:33,5.00.9049.1000,Windows Server 2019 Standard,100.0
HP8PXN0P2BWP,9C:BF:62:33:31:4F,10.1.11.30,ws-it593.corp.local,WS-IT593,5.0,65FA7351-AC22-40B3-AC83-6384FBE10013,Operational,ws-it593,CONTOSO\robert.mitchell,CORP,16753332.0,17-04-2025 19:53,5.00.9049.1000,Windows Server 2019 Standard,100.0
HPVJ0QECRFQP,A5:37:EA:88:61:5C,10.1.11.31,ws-it611.contoso.local,WS-IT611,3.0,FC3B5E37-8E1B-44D6-990A-F065608DB4E1,Operational,,CORP\brenda.leach,CONTOSO,16754788.0,20-04-2025 12:39,,Windows Server 2022 Standard,90.0
HPVV0LJAUKSA,90:0B:1B:17:55:F1,10.1.11.32,ws-it579.corp.local,WS-IT579,15.0,78018450-1F6D-4155-B80C-504925E4998D,Operational,ws-it579,CORP\john.bowers,CORP,16778855.0,02-04-2025 14:30,5.00.9049.1000,Windows Server 2019 Standard,100.0
HP7X1IVHG0YS,20:C2:D6:4C:35:19,10.1.20.98,lt-it003.contoso.local,LT-IT003,10.0,7ACF9812-9EAD-4BCD-997B-AC4EBCB4348A,Operational,lt-it003,FABRIKAM\elizabeth.welch,CONTOSO,16741543.0,15-04-2025 18:35,5.00.9049.1000,Windows Server 2019 Standard,100.0
DELLYRXUX8B,FC:0C:ED:7B:B1:EA,10.1.1.36,srv-sql34.corp.local,SRV-SQL34,17.0,28938CA1-F65D-427C-B969-87169E57EFFE,Operational,srv-sql34,SYSTEM,CORP,16783675.0,13-04-2025 11:27,5.00.9049.1000,Windows Server 2022 Standard,100.0
HPGBD0C5K9XC,A0:60:A9:39:8B:65,10.1.20.99,lt-it226.contoso.local,LT-IT226,10.0,B3AD6B65-7F18-4087-9EA4-FADCEAA29A58,Operational,lt-it226,CORP\david.harris,CONTOSO,16769425.0,06-04-2025 13:10,5.00.9049.1000,Windows Server 2019 Standard,100.0
