Hostname,MAC Address,IP Address,Subnet Mask,Default Gateway,DNS Servers,Domain Name,Lease Start Time,Lease End Time,Client Identifier,DHCP ServerIP,Boot File Name,Vendor Class ID
want-three-6,f5:98:67:ed:ac:24,10.0.0.162,255.255.255.0,,"1.1.1.1, 1.0.0.1",,16-04-2025 07:00,20-04-2025 20:00,01:f5:98:67:ed:ac:24,10.0.0.2,,udhcp-client
some-not-571,13:40:11:c5:aa:b9,172.16.0.196,255.255.255.0,172.16.0.1,"208.67.222.222, 208.67.220.220",,21-04-2025 17:08,28-04-2025 16:08,01:13:40:11:c5:aa:b9,172.16.0.2,undionly.kpxe,iOS Device
while-nor-840,df:62:6c:14:78:0a,,255.255.0.0,172.30.0.1,"208.67.222.222, 208.67.220.220",internal.org,22-04-2025 09:53,26-04-2025 08:53,01:df:62:6c:14:78:0a,172.30.0.2,bootx64.efi,Windows 6.0
financial-early-109,31:f6:42:d4:8f:c0,172.30.0.10,255.255.0.0,172.30.0.1,"64.6.64.6, 64.6.65.6",company.local,20-04-2025 17:38,23-04-2025 18:38,01:31:f6:42:d4:8f:c0,,bootx64.efi,Microsoft Windows 10
like-nor-704,ed:98:12:7a:b3:5f,10.0.0.181,255.255.255.0,10.0.0.1,"1.1.1.1, 1.0.0.1",company.local,22-04-2025 11:02,28-04-2025 06:02,01:ed:98:12:7a:b3:5f,10.0.0.2,bootx64.efi,udhcp 1.24.1
article-class-643,24:a9:66:c5:45:39,172.30.0.148,255.255.0.0,172.30.0.1,"1.1.1.1, 1.0.0.1",example.com,17-04-2025 01:07,22-04-2025 21:07,01:24:a9:66:c5:45:39,172.30.0.2,undionly.kpxe,Android Device
run-get-117,54:93:30:b5:c2:07,172.30.0.216,255.255.0.0,172.30.0.1,"8.8.8.8, 8.8.4.4",corp.local,19-04-2025 18:03,26-04-2025 10:03,01:54:93:30:b5:c2:07,172.30.0.2,pxeboot.0,Microsoft 6.0
under-miss-114,,172.16.0.28,255.255.255.0,172.16.0.1,"64.6.64.6, 64.6.65.6",internal.org,17-04-2025 11:49,18-04-2025 15:49,01:29:f8:a2:eb:eb:4b,,pxeboot.0,MSFT Windows 10
season-business-126,a9:a6:f5:12:e2:00,10.0.0.28,255.255.255.0,10.0.0.1,"1.1.1.1, 1.0.0.1",internal.org,17-04-2025 22:39,21-04-2025 19:39,01:a9:a6:f5:12:e2:00,10.0.0.2,undionly.kpxe,Win 5.0
behind-work-271,,10.10.10.32,255.255.255.0,10.10.10.1,"208.67.222.222, 208.67.220.220",enterprise.net,18-04-2025 18:53,19-04-2025 20:53,01:93:2d:ab:7f:e2:1a,10.10.10.2,undionly.kpxe,Microsoft Windows 11
here-citizen-449,c8:36:41:9b:e1:a8,10.10.10.53,255.255.255.0,10.10.10.1,"8.8.8.8, 8.8.4.4",example.com,17-04-2025 09:12,18-04-2025 10:12,01:c8:36:41:9b:e1:a8,10.10.10.2,,Microsoft 5.0
gun-drug-105,cd:92:68:09:97:f3,172.16.0.110,255.255.255.0,172.16.0.1,"1.1.1.1, 1.0.0.1",enterprise.net,17-04-2025 07:04,19-04-2025 23:04,01:cd:92:68:09:97:f3,172.16.0.2,bootx64.efi,DHCP Client
feel-break-386,5c:32:d8:58:ef:66,10.0.0.113,255.255.255.0,10.0.0.1,"1.1.1.1, 1.0.0.1",internal.org,18-04-2025 14:28,21-04-2025 06:28,01:5c:32:d8:58:ef:66,10.0.0.2,pxeboot.0,udhcp Client
black-growth-729,6d:04:ca:8d:88:1e,10.10.10.118,255.255.255.0,10.10.10.1,"9.9.9.9, 149.112.112.112",example.com,19-04-2025 12:48,25-04-2025 17:48,01:6d:04:ca:8d:88:1e,10.10.10.2,boot.wim,MSFT Windows 11
maintain-early-163,,172.16.0.81,255.255.255.0,172.16.0.1,"8.8.8.8, 8.8.4.4",enterprise.net,16-04-2025 04:07,22-04-2025 16:07,01:14:3a:65:e5:7f:16,172.16.0.2,,Linux
help-feeling-493,cc:f7:3c:a2:d0:c9,192.168.0.26,255.255.255.0,192.168.0.1,"208.67.222.222, 208.67.220.220",internal.org,19-04-2025 21:01,24-04-2025 14:01,01:cc:f7:3c:a2:d0:c9,192.168.0.2,undionly.kpxe,Linux Device
choice-no-644,da:a2:5e:44:06:fd,172.16.0.171,255.255.255.0,172.16.0.1,"8.8.8.8, 8.8.4.4",enterprise.net,18-04-2025 13:48,24-04-2025 19:48,,172.16.0.2,pxeboot.0,dhcp-client
save-someone-673,fc:9c:ae:91:90:0b,10.0.0.245,255.255.255.0,10.0.0.1,"208.67.222.222, 208.67.220.220",,17-04-2025 02:13,23-04-2025 11:13,,10.0.0.2,,Windows 5.0
occur-east-629,,10.0.0.98,255.255.255.0,10.0.0.1,"208.67.222.222, 208.67.220.220",company.local,19-04-2025 03:47,21-04-2025 05:47,01:bc:b8:69:55:b4:7e,10.0.0.2,boot.wim,udhcp 1.24.1
main-contain-383,ea:fc:b7:8e:8f:32,192.168.0.52,255.255.255.0,192.168.0.1,"8.8.8.8, 8.8.4.4",internal.org,17-04-2025 10:37,18-04-2025 21:37,01:ea:fc:b7:8e:8f:32,192.168.0.2,boot.wim,macOS
sea-professional-205,f3:13:ab:d4:0f:be,172.16.0.83,255.255.255.0,172.16.0.1,"64.6.64.6, 64.6.65.6",example.com,18-04-2025 16:30,20-04-2025 23:30,01:f3:13:ab:d4:0f:be,172.16.0.2,pxeboot.0,Apple-iOS
develop-no-438,fb:9e:aa:41:14:df,172.30.0.250,255.255.0.0,172.30.0.1,"8.8.8.8, 8.8.4.4",corp.local,16-04-2025 22:03,22-04-2025 02:03,01:fb:9e:aa:41:14:df,172.30.0.2,,Android-DHCP
reason-work-102,9e:fb:30:b1:13:e4,172.30.0.172,255.255.0.0,172.30.0.1,"8.8.8.8, 8.8.4.4",enterprise.net,22-04-2025 13:21,27-04-2025 09:21,01:9e:fb:30:b1:13:e4,,bootx64.efi,Linux Device
fight-boy-731,2d:34:b5:f0:ee:69,10.10.10.252,255.255.255.0,10.10.10.1,"1.1.1.1, 1.0.0.1",,21-04-2025 23:11,24-04-2025 16:11,01:2d:34:b5:f0:ee:69,10.10.10.2,,Windows 6.0
find-main-969,b5:5a:27:0b:0c:0b,10.0.0.207,255.255.255.0,10.0.0.1,"208.67.222.222, 208.67.220.220",enterprise.net,21-04-2025 02:13,25-04-2025 11:13,01:b5:5a:27:0b:0c:0b,,boot.wim,Android Device
black-company-18,fc:fe:c8:52:4b:ae,10.10.10.73,,10.10.10.1,"8.8.8.8, 8.8.4.4",example.com,16-04-2025 05:20,22-04-2025 12:20,01:fc:fe:c8:52:4b:ae,10.10.10.2,ipxe.efi,DHCP-Client
miss-force-791,6a:27:1a:43:9f:2f,10.0.0.147,255.255.255.0,10.0.0.1,"9.9.9.9, 149.112.112.112",internal.org,17-04-2025 21:12,21-04-2025 16:12,01:6a:27:1a:43:9f:2f,10.0.0.2,pxeboot.0,Windows 11
writer-push-450,16:bc:4b:77:6f:88,172.16.0.231,,172.16.0.1,"8.8.8.8, 8.8.4.4",company.local,19-04-2025 05:56,23-04-2025 10:56,01:16:bc:4b:77:6f:88,172.16.0.2,bootx64.efi,dhcpcd
drug-wife-100,c7:a7:4a:fe:b5:31,10.0.0.69,255.255.255.0,10.0.0.1,"8.8.8.8, 8.8.4.4",internal.org,22-04-2025 04:52,25-04-2025 01:52,,10.0.0.2,bootx64.efi,MSFT 5.0
direction-pass-432,,172.30.0.8,,172.30.0.1,"8.8.8.8, 8.8.4.4",company.local,,23-04-2025 10:09,,172.30.0.2,bootx64.efi,Apple Device
paper-professor-723,dc:98:6f:81:ce:ba,192.168.0.18,255.255.255.0,,"208.67.222.222, 208.67.220.220",company.local,19-04-2025 15:29,25-04-2025 00:29,01:dc:98:6f:81:ce:ba,192.168.0.2,pxeboot.0,DHCP-Client
drug-wife-398,75:02:d3:87:53:5e,10.10.10.42,255.255.255.0,10.10.10.1,"8.8.8.8, 8.8.4.4",company.local,21-04-2025 09:26,26-04-2025 09:26,01:75:02:d3:87:53:5e,10.10.10.2,ipxe.efi,MS Win 11
type-break-629,1e:31:07:b7:6a:02,10.0.0.142,255.255.255.0,10.0.0.1,"9.9.9.9, 149.112.112.112",corp.local,19-04-2025 12:17,25-04-2025 17:17,01:1e:31:07:b7:6a:02,10.0.0.2,,Win 10
under-not-801,17:36:bc:8b:9b:ae,172.30.0.59,255.255.0.0,172.30.0.1,"1.1.1.1, 1.0.0.1",corp.local,20-04-2025 04:37,26-04-2025 12:37,01:17:36:bc:8b:9b:ae,172.30.0.2,,Apple-Device
article-force-685,35:0a:ae:e4:48:7f,172.30.0.217,255.255.0.0,172.30.0.1,"64.6.64.6, 64.6.65.6",company.local,22-04-2025 07:44,,01:35:0a:ae:e4:48:7f,172.30.0.2,ipxe.efi,Linux OS
visit-identify-447,30:f6:45:f9:a3:35,172.16.0.6,255.255.255.0,172.16.0.1,"208.67.222.222, 208.67.220.220",enterprise.net,17-04-2025 12:29,24-04-2025 05:29,01:30:f6:45:f9:a3:35,172.16.0.2,pxeboot.0,Apple Device
ten-whatever-673,0f:6c:4c:7c:92:4f,10.10.10.230,255.255.255.0,10.10.10.1,"9.9.9.9, 149.112.112.112",corp.local,17-04-2025 08:19,19-04-2025 04:19,01:0f:6c:4c:7c:92:4f,10.10.10.2,undionly.kpxe,Microsoft 6.0
single-cover-439,31:07:b7:6a:02:21,172.16.0.98,255.255.255.0,172.16.0.1,"1.1.1.1, 1.0.0.1",enterprise.net,21-04-2025 02:24,26-04-2025 10:24,01:31:07:b7:6a:02:21,172.16.0.2,boot.wim,DHCP-Client
sea-miss-761,78:31:8b:a6:4f:e9,10.10.10.229,255.255.255.0,10.10.10.1,"1.1.1.1, 1.0.0.1",internal.org,18-04-2025 18:28,24-04-2025 13:28,01:78:31:8b:a6:4f:e9,10.10.10.2,,Win 5.0
section-moment-326,ae:89:c1:f3:ec:6d,10.10.10.157,255.255.255.0,10.10.10.1,"1.1.1.1, 1.0.0.1",enterprise.net,19-04-2025 01:25,23-04-2025 02:25,01:ae:89:c1:f3:ec:6d,10.10.10.2,,Win 6.0
worry-pattern-741,87:81:b1:45:ef:e7,172.30.0.62,255.255.0.0,172.30.0.1,"64.6.64.6, 64.6.65.6",enterprise.net,17-04-2025 23:26,24-04-2025 11:26,01:87:81:b1:45:ef:e7,172.30.0.2,,Android 13
main-point-515,6c:db:5b:ea:47:85,192.168.0.154,255.255.255.0,192.168.0.1,"8.8.8.8, 8.8.4.4",company.local,22-04-2025 08:03,26-04-2025 09:03,01:6c:db:5b:ea:47:85,192.168.0.2,bootx64.efi,udhcp 1.24.1
to-stand-229,99:17:4a:62:21:89,192.168.0.31,255.255.255.0,192.168.0.1,"8.8.8.8, 8.8.4.4",internal.org,18-04-2025 00:22,,01:99:17:4a:62:21:89,192.168.0.2,,MSFT 5.0
season-work-989,13:2d:ce:46:ef:f1,,255.255.255.0,10.0.0.1,"64.6.64.6, 64.6.65.6",internal.org,17-04-2025 13:28,20-04-2025 18:28,01:13:2d:ce:46:ef:f1,10.0.0.2,boot.wim,udhcp Client
away-go-14,70:6f:38:52:00:b9,10.0.0.75,255.255.255.0,10.0.0.1,"208.67.222.222, 208.67.220.220",example.com,19-04-2025 16:02,21-04-2025 04:02,01:70:6f:38:52:00:b9,10.0.0.2,,Linux Device
system-rather-250,06:54:5c:f0:6f:ad,172.30.0.60,255.255.0.0,172.30.0.1,"8.8.8.8, 8.8.4.4",enterprise.net,21-04-2025 15:07,26-04-2025 02:07,01:06:54:5c:f0:6f:ad,172.30.0.2,bootx64.efi,MSFT Windows 10
writer-TV-591,04:5f:ec:81:7e:c9,172.16.0.111,,172.16.0.1,"8.8.8.8, 8.8.4.4",company.local,18-04-2025 16:57,21-04-2025 15:57,01:04:5f:ec:81:7e:c9,172.16.0.2,undionly.kpxe,Microsoft Windows 10
appear-expect-119,,192.168.0.66,255.255.255.0,192.168.0.1,"1.1.1.1, 1.0.0.1",enterprise.net,19-04-2025 16:45,23-04-2025 00:45,01:c8:81:60:dd:b8:78,192.168.0.2,ipxe.efi,Apple Device
hit-within-252,66:ff:df:a2:27:04,10.10.10.79,255.255.255.0,10.10.10.1,"8.8.8.8, 8.8.4.4",internal.org,16-04-2025 11:34,17-04-2025 14:34,01:66:ff:df:a2:27:04,10.10.10.2,ipxe.efi,Windows 10
maintain-pattern-614,8e:fc:34:c4:cb:e0,172.30.0.120,255.255.0.0,172.30.0.1,"1.1.1.1, 1.0.0.1",internal.org,16-04-2025 00:22,18-04-2025 18:22,01:8e:fc:34:c4:cb:e0,172.30.0.2,ipxe.efi,Apple-Device
under-office-436,60:ac:c4:48:0d:e6,192.168.0.92,255.255.255.0,192.168.0.1,"8.8.8.8, 8.8.4.4",example.com,16-04-2025 16:30,23-04-2025 09:30,01:60:ac:c4:48:0d:e6,192.168.0.2,undionly.kpxe,udhcp-client
fight-money-907,4f:cc:54:0e:8d:3b,10.0.0.67,255.255.255.0,10.0.0.1,"1.1.1.1, 1.0.0.1",enterprise.net,21-04-2025 21:56,28-04-2025 08:56,01:4f:cc:54:0e:8d:3b,10.0.0.2,pxeboot.0,Linux Device
senior-couple-533,e0:85:0b:fa:8b:c8,172.30.0.111,255.255.0.0,172.30.0.1,"208.67.222.222, 208.67.220.220",company.local,16-04-2025 01:27,,01:e0:85:0b:fa:8b:c8,172.30.0.2,ipxe.efi,
west-develop-148,fa:64:65:eb:7b:60,172.30.0.54,255.255.0.0,172.30.0.1,"1.1.1.1, 1.0.0.1",corp.local,21-04-2025 17:25,23-04-2025 19:25,01:fa:64:65:eb:7b:60,172.30.0.2,bootx64.efi,udhcp Client
behind-animal-668,1b:99:c3:7f:58:bb,172.30.0.69,255.255.0.0,172.30.0.1,"1.1.1.1, 1.0.0.1",example.com,18-04-2025 18:46,24-04-2025 21:46,01:1b:99:c3:7f:58:bb,172.30.0.2,ipxe.efi,MSFT 6.0
season-push-661,1f:2c:7a:30:c1:f3,10.10.10.98,255.255.255.0,10.10.10.1,"1.1.1.1, 1.0.0.1",enterprise.net,19-04-2025 16:01,25-04-2025 23:01,01:1f:2c:7a:30:c1:f3,10.10.10.2,pxeboot.0,Android OS
want-bag-208,d9:ba:4a:44:66:ff,10.0.0.219,255.255.255.0,10.0.0.1,"208.67.222.222, 208.67.220.220",internal.org,17-04-2025 10:53,,01:d9:ba:4a:44:66:ff,10.0.0.2,bootx64.efi,Microsoft Windows 11
plan-citizen-753,4f:b2:ce:16:3b:77,,255.255.255.0,172.16.0.1,"8.8.8.8, 8.8.4.4",corp.local,22-04-2025 06:11,27-04-2025 19:11,01:4f:b2:ce:16:3b:77,172.16.0.2,undionly.kpxe,DHCP-Client
meet-series-519,58:25:21:a5:71:06,10.0.0.29,255.255.255.0,10.0.0.1,"9.9.9.9, 149.112.112.112",corp.local,18-04-2025 02:53,22-04-2025 04:53,01:58:25:21:a5:71:06,10.0.0.2,ipxe.efi,Microsoft Windows 11
type-light-102,d1:50:0d:64:61:9b,192.168.0.209,,192.168.0.1,"8.8.8.8, 8.8.4.4",company.local,19-04-2025 10:29,25-04-2025 05:29,01:d1:50:0d:64:61:9b,192.168.0.2,,MSFT 6.0
order-sort-35,7d:db:32:9f:b3:6c,172.30.0.19,255.255.0.0,172.30.0.1,"64.6.64.6, 64.6.65.6",internal.org,15-04-2025 19:38,17-04-2025 01:38,01:7d:db:32:9f:b3:6c,,undionly.kpxe,udhcp 1.24.1
my-the-735,d3:da:f0:9b:c6:f4,172.16.0.178,255.255.255.0,172.16.0.1,"1.1.1.1, 1.0.0.1",internal.org,19-04-2025 18:49,24-04-2025 03:49,01:d3:da:f0:9b:c6:f4,172.16.0.2,,Android 13
my-professional-415,cd:6e:ee:7b:52:fd,10.0.0.107,255.255.255.0,10.0.0.1,"8.8.8.8, 8.8.4.4",enterprise.net,18-04-2025 02:35,22-04-2025 22:35,,10.0.0.2,ipxe.efi,Linux
while-behind-569,62:c3:1a:83:96:ac,10.10.10.154,255.255.255.0,,"64.6.64.6, 64.6.65.6",corp.local,20-04-2025 11:43,25-04-2025 09:43,01:62:c3:1a:83:96:ac,10.10.10.2,ipxe.efi,dhcpcd
standard-responsibility-393,2c:46:97:05:ab:9e,192.168.0.3,255.255.255.0,192.168.0.1,"9.9.9.9, 149.112.112.112",company.local,15-04-2025 19:07,18-04-2025 12:07,01:2c:46:97:05:ab:9e,192.168.0.2,boot.wim,udhcp-1.24.1
hundred-wife-644,25:ac:9b:00:98:fe,10.0.0.248,255.255.255.0,10.0.0.1,"64.6.64.6, 64.6.65.6",corp.local,22-04-2025 01:46,25-04-2025 05:46,01:25:ac:9b:00:98:fe,10.0.0.2,ipxe.efi,Microsoft Windows 10
find-full-530,cd:6d:5f:04:88:07,172.16.0.116,255.255.255.0,172.16.0.1,"64.6.64.6, 64.6.65.6",example.com,18-04-2025 18:24,21-04-2025 11:24,01:cd:6d:5f:04:88:07,172.16.0.2,,Windows 6.0
section-pattern-736,ca:d8:36:1e:3e:b7,172.30.0.7,255.255.0.0,172.30.0.1,"64.6.64.6, 64.6.65.6",corp.local,16-04-2025 12:40,19-04-2025 20:40,01:ca:d8:36:1e:3e:b7,172.30.0.2,pxeboot.0,Win 6.0
politics-money-475,21:86:38:49:89:1a,10.0.0.124,255.255.255.0,10.0.0.1,"1.1.1.1, 1.0.0.1",company.local,16-04-2025 16:48,18-04-2025 04:48,01:21:86:38:49:89:1a,10.0.0.2,undionly.kpxe,GNU/Linux
rather-nor-699,f2:dd:80:a1:b3:4f,10.0.0.59,255.255.255.0,10.0.0.1,"9.9.9.9, 149.112.112.112",example.com,18-04-2025 17:02,22-04-2025 11:02,01:f2:dd:80:a1:b3:4f,10.0.0.2,boot.wim,Linux Device
financial-rather-332,f0:33:fd:89:9d:80,172.16.0.127,255.255.255.0,172.16.0.1,"64.6.64.6, 64.6.65.6",corp.local,16-04-2025 22:10,21-04-2025 08:10,01:f0:33:fd:89:9d:80,172.16.0.2,ipxe.efi,Linux Device
sing-heavy-480,78:b9:c6:94:fa:64,172.16.0.173,255.255.255.0,172.16.0.1,"1.1.1.1, 1.0.0.1",example.com,22-04-2025 13:56,27-04-2025 18:56,01:78:b9:c6:94:fa:64,172.16.0.2,,GNU/Linux
begin-full-420,90:e3:2f:53:a0:c1,10.10.10.206,255.255.255.0,10.10.10.1,"64.6.64.6, 64.6.65.6",internal.org,20-04-2025 05:10,,01:90:e3:2f:53:a0:c1,,undionly.kpxe,dhcpcd-6.11.5
season-cover-508,86:e2:64:68:8c:7d,172.30.0.24,255.255.0.0,172.30.0.1,"9.9.9.9, 149.112.112.112",example.com,17-04-2025 16:04,21-04-2025 16:04,01:86:e2:64:68:8c:7d,172.30.0.2,pxeboot.0,MS Win 10
also-believe-240,e9:11:e6:9d:38:b2,192.168.0.106,255.255.255.0,192.168.0.1,"64.6.64.6, 64.6.65.6",internal.org,19-04-2025 03:22,24-04-2025 13:22,01:e9:11:e6:9d:38:b2,192.168.0.2,boot.wim,MSFT 5.0
gun-get-1,a7:41:28:43:20:b6,10.0.0.175,255.255.255.0,10.0.0.1,"64.6.64.6, 64.6.65.6",enterprise.net,21-04-2025 14:09,23-04-2025 16:09,01:a7:41:28:43:20:b6,10.0.0.2,ipxe.efi,dhcpcd-6.11.5
create-bed-62,9b:00:98:fe:ea:58,10.0.0.199,255.255.255.0,10.0.0.1,"9.9.9.9, 149.112.112.112",company.local,20-04-2025 14:29,,01:9b:00:98:fe:ea:58,10.0.0.2,boot.wim,DHCP-Client
section-close-649,c4:cb:e0:a6:2a:b8,192.168.0.48,255.255.255.0,192.168.0.1,"64.6.64.6, 64.6.65.6",company.local,16-04-2025 01:51,,01:c4:cb:e0:a6:2a:b8,192.168.0.2,pxeboot.0,udhcp-client
help-doctor-741,c4:93:69:eb:7d:9d,192.168.0.87,255.255.255.0,192.168.0.1,"64.6.64.6, 64.6.65.6",enterprise.net,20-04-2025 15:54,23-04-2025 19:54,,192.168.0.2,boot.wim,Microsoft Windows 5.0
gun-bed-793,ab:43:10:26:e1:79,172.16.0.183,255.255.255.0,172.16.0.1,"64.6.64.6, 64.6.65.6",internal.org,18-04-2025 19:01,24-04-2025 04:01,01:ab:43:10:26:e1:79,172.16.0.2,ipxe.efi,Win 5.0
responsibility-mention-527,1a:aa:24:f8:ee:6a,10.10.10.26,255.255.255.0,10.10.10.1,"208.67.222.222, 208.67.220.220",example.com,16-04-2025 17:44,18-04-2025 07:44,01:1a:aa:24:f8:ee:6a,10.10.10.2,undionly.kpxe,Linux
black-identify-469,,10.0.0.170,255.255.255.0,10.0.0.1,"8.8.8.8, 8.8.4.4",example.com,21-04-2025 07:20,24-04-2025 12:20,,10.0.0.2,undionly.kpxe,Linux
note-push-382,20:74:d0:10:31:8e,172.30.0.248,255.255.0.0,172.30.0.1,"1.1.1.1, 1.0.0.1",example.com,,24-04-2025 06:05,01:20:74:d0:10:31:8e,172.30.0.2,bootx64.efi,DHCP-Client
agency-heavy-73,00:a5:f1:4f:cc:54,10.0.0.41,255.255.255.0,10.0.0.1,"8.8.8.8, 8.8.4.4",corp.local,18-04-2025 04:53,20-04-2025 10:53,01:00:a5:f1:4f:cc:54,10.0.0.2,undionly.kpxe,Microsoft Windows 5.0
identify-gas-135,f3:73:8f:a1:65:4a,192.168.0.151,255.255.255.0,192.168.0.1,"64.6.64.6, 64.6.65.6",enterprise.net,18-04-2025 19:21,22-04-2025 03:21,,192.168.0.2,,udhcp-1.24.1
while-light-389,d0:fb:69:cf:72:86,10.0.0.121,255.255.255.0,10.0.0.1,"64.6.64.6, 64.6.65.6",enterprise.net,18-04-2025 10:42,20-04-2025 09:42,01:d0:fb:69:cf:72:86,,ipxe.efi,dhcpcd-6.11.5
choice-entire-420,95:ea:5d:c6:7e:9f,10.10.10.134,255.255.255.0,10.10.10.1,"8.8.8.8, 8.8.4.4",corp.local,20-04-2025 05:18,26-04-2025 18:18,01:95:ea:5d:c6:7e:9f,10.10.10.2,,dhcpcd
the-boy-173,91:8c:23:4a:11:51,10.10.10.188,255.255.255.0,10.10.10.1,"208.67.222.222, 208.67.220.220",corp.local,20-04-2025 08:08,22-04-2025 23:08,01:91:8c:23:4a:11:51,10.10.10.2,pxeboot.0,
begin-job-834,21:52:46:6c:d3:d7,10.0.0.236,255.255.255.0,10.0.0.1,"8.8.8.8, 8.8.4.4",example.com,21-04-2025 15:00,,01:21:52:46:6c:d3:d7,10.0.0.2,boot.wim,
away-whatever-314,7c:54:3f:47:e7:42,10.0.0.233,255.255.255.0,10.0.0.1,"9.9.9.9, 149.112.112.112",internal.org,17-04-2025 21:25,24-04-2025 02:25,,10.0.0.2,ipxe.efi,udhcp Client
reason-store-683,4b:cc:d2:0a:15:04,10.10.10.192,255.255.255.0,10.10.10.1,"8.8.8.8, 8.8.4.4",company.local,19-04-2025 19:41,23-04-2025 19:41,01:4b:cc:d2:0a:15:04,,boot.wim,MSFT 5.0
agency-animal-397,e5:7f:16:98:c0:26,10.0.0.117,255.255.255.0,10.0.0.1,"64.6.64.6, 64.6.65.6",corp.local,16-04-2025 11:56,21-04-2025 07:56,01:e5:7f:16:98:c0:26,10.0.0.2,ipxe.efi,Windows 10
food-no-435,02:d8:86:49:57:7b,192.168.0.227,255.255.255.0,192.168.0.1,"9.9.9.9, 149.112.112.112",example.com,20-04-2025 22:00,27-04-2025 14:00,01:02:d8:86:49:57:7b,192.168.0.2,pxeboot.0,Android 13
season-feeling-708,33:79:bf:a6:23:1b,192.168.0.55,255.255.255.0,192.168.0.1,"64.6.64.6, 64.6.65.6",internal.org,21-04-2025 00:07,27-04-2025 19:07,01:33:79:bf:a6:23:1b,192.168.0.2,bootx64.efi,udhcp
develop-heavy-459,b6:92:4c:13:43:98,10.10.10.62,255.255.255.0,10.10.10.1,"64.6.64.6, 64.6.65.6",example.com,19-04-2025 01:56,20-04-2025 05:56,01:b6:92:4c:13:43:98,10.10.10.2,bootx64.efi,Windows 5.0
away-business-317,d4:65:c6:43:80:5e,172.30.0.220,255.255.0.0,172.30.0.1,"64.6.64.6, 64.6.65.6",internal.org,16-04-2025 03:58,19-04-2025 03:58,01:d4:65:c6:43:80:5e,172.30.0.2,ipxe.efi,udhcp 1.24.1
plan-work-395,63:ed:c1:27:ca:6f,172.30.0.218,255.255.0.0,172.30.0.1,"8.8.8.8, 8.8.4.4",company.local,18-04-2025 21:24,24-04-2025 13:24,01:63:ed:c1:27:ca:6f,172.30.0.2,,Linux-dhcp
woman-boy-409,9b:d0:11:8e:ce:71,192.168.0.136,255.255.255.0,192.168.0.1,"9.9.9.9, 149.112.112.112",internal.org,21-04-2025 17:50,27-04-2025 15:50,01:9b:d0:11:8e:ce:71,,boot.wim,MSFT 6.0
watch-company-819,13:f3:f6:17:5a:cd,192.168.0.85,255.255.255.0,192.168.0.1,"8.8.8.8, 8.8.4.4",corp.local,20-04-2025 14:30,24-04-2025 00:30,01:13:f3:f6:17:5a:cd,192.168.0.2,,Linux
feel-job-154,27:96:0a:37:73:74,172.16.0.65,255.255.255.0,172.16.0.1,"64.6.64.6, 64.6.65.6",company.local,,23-04-2025 23:32,01:27:96:0a:37:73:74,172.16.0.2,bootx64.efi,MSFT 6.0
station-wife-933,49:89:1a:43:b7:c9,172.16.0.242,255.255.255.0,172.16.0.1,"64.6.64.6, 64.6.65.6",internal.org,21-04-2025 19:18,26-04-2025 14:18,01:49:89:1a:43:b7:c9,172.16.0.2,pxeboot.0,Apple-iOS
weight-gas-912,3c:6a:1e:51:fd:2b,,255.255.255.0,10.0.0.1,"64.6.64.6, 64.6.65.6",internal.org,18-04-2025 19:37,21-04-2025 05:37,01:3c:6a:1e:51:fd:2b,10.0.0.2,undionly.kpxe,Windows 6.0
miss-believe-725,67:a1:db:50:bc:15,172.30.0.244,255.255.0.0,172.30.0.1,"64.6.64.6, 64.6.65.6",,21-04-2025 01:15,28-04-2025 01:15,01:67:a1:db:50:bc:15,172.30.0.2,boot.wim,udhcp
help-whatever-514,ae:eb:20:61:15:53,172.16.0.147,255.255.255.0,172.16.0.1,"1.1.1.1, 1.0.0.1",internal.org,21-04-2025 17:31,22-04-2025 22:31,01:ae:eb:20:61:15:53,172.16.0.2,boot.wim,udhcp-1.24.1
food-bed-923,48:56:ea:54:a5:13,,255.255.0.0,172.30.0.1,"1.1.1.1, 1.0.0.1",example.com,18-04-2025 00:47,19-04-2025 19:47,01:48:56:ea:54:a5:13,172.30.0.2,ipxe.efi,Apple Device
station-TV-452,06:9b:02:22:cd:7f,172.16.0.48,255.255.255.0,172.16.0.1,,corp.local,19-04-2025 10:07,21-04-2025 12:07,01:06:9b:02:22:cd:7f,,ipxe.efi,Linux Device
standard-current-497,33:47:fc:1a:2d:f0,172.30.0.184,255.255.0.0,172.30.0.1,"9.9.9.9, 149.112.112.112",example.com,15-04-2025 21:04,22-04-2025 20:04,01:33:47:fc:1a:2d:f0,172.30.0.2,,Microsoft Windows 6.0
weight-staff-491,6e:c4:e5:32:6d:04,10.10.10.89,255.255.255.0,10.10.10.1,"1.1.1.1, 1.0.0.1",example.com,17-04-2025 22:22,19-04-2025 13:22,01:6e:c4:e5:32:6d:04,10.10.10.2,undionly.kpxe,MS Win 11
nothing-rather-14,da:37:c1:a1:cb:26,,255.255.255.0,192.168.0.1,"9.9.9.9, 149.112.112.112",corp.local,20-04-2025 05:44,21-04-2025 06:44,01:da:37:c1:a1:cb:26,192.168.0.2,boot.wim,Windows 11
worry-debate-425,bb:29:da:26:69:80,172.16.0.229,255.255.255.0,172.16.0.1,"1.1.1.1, 1.0.0.1",company.local,17-04-2025 14:26,21-04-2025 02:26,01:bb:29:da:26:69:80,172.16.0.2,pxeboot.0,MS Win 10
